Unnamed: 0,번호,제목,저자,출판사,출판일
,46,Predicting Survival of Salmonella in Low-Water Activity Foods: An Analysis of Literature Data,"Farakos, S.M.S.; Schaffner, D.W.; Frank, J.F.",INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION,2014
,47,"Poverty alleviation, food security and the well-being of the human population through family poultry in low-income food-deficit countries","Gueye, E. F.",WFL PUBLISHER,2003
,48,Microbiological Aspects of Ozone Applications in Food: A Review,"Khadre, M. A.; Yousef, A. E.; Kim, J.-G.",INSTITUTE OF FOOD TECHNOLOGISTS,2001
,49,Methods for Determination of Sensory Quality of Foods: A Critical Appraisal,"Pal, D",Association of Food Scientists & Technologists,1995
,50,EVALUATION FOR ANTIBACTERIAL EFFECTS OF VOLATILE FLAVORS FROM CHRYSANTHEMUM INDICUM AGAINST FOOD-BORNE PATHOGENS AND FOOD SPOILAGE BACTERIA,"LEE, J. H.; JANG, M.; SEO, J.; KIM, G. H.",Blackwell Publishing Ltd,2011
,51,Preservative Effect of Food-Based Fermentate from Lactobacillus acidophilus NX2-6 on Chilled Pork Patties,"Zhang, Q.; Lu, Y.; Liu, X.; Bie, X.; Lv, F.; Lu, Z.",INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION,2014
,52,"Pesticide Residues in Food: Attitudes, Beliefs, and Misconceptions among Conventional and Organic Consumers","Koch,  Severine; Epp,  Astrid; Lohmann,  Mark; Böl,  Gaby-Fleur",INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION,2017
,53,Nutraceuticals and functional foods: Whole versus processed foods,"Shahidi, F.","Elsevier Science B.V., Amsterdam.",2009
,54,Phenolic Compounds in Plant Foods: Chemistry and Health Benefits,"Naczk, M.; Shahidi, F.",KOREAN SOCIETY OF FOOD SCIENCE AND NUTRITION,2003
,55,Control of Listeria monocytogenes in the Food-Processing Environment,"Tompkin, R. B.",INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION,2002
,56,Descriptive and Temporal Saltiness Perception Properties of Model Solid Lipoproteic Colloid Foods—Implications for Sodium Reduction,Wan-Yuan Kuo; Youngsoo Lee,Institute of Food Technologists,2017
,57,Erratum to “Optimization of cocurrent spray drying process for sugar-rich foods. Part II—Optimization of spray drying process based on glass transition concept�? [Journal of Food Engineering 71 (2005) 66–72],"Truong, V.; Bhandari, B. R.; Howes, T.","Elsevier Science B.V., Amsterdam.",2006
,58,Antioxidants in Foods: State of the Science Important to the Food Industry,"Finley, J.W.; Kong, A.-N.; Hintze, K.J.; Jeffery, E.H.; Li Ji, L.; Lei, X.G.",ACS AMERICAN CHEMICAL SOCIETY,2011
,59,Cleaning and Other Control and Validation Strategies To Prevent Allergen Cross-Contact in Food-Processing Operations,"Jackson, L.S.; Al-Taher, F.M.; Moorman, M.; DeVries, J.W.; Tippett, R.; Swanson, K.M.J.; Fu, T.-J.; Salter, R.; Dunaif, G.; Estes, S.",INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION,2008
,60,Biofilm Formation and Its Relationship with the Molecular Characteristics of Food-Related Methicillin-Resistant Staphylococcus aureus (MRSA),Alberto Vergara; Giovanni Normanno; Pierluigi Di Ciccio; Francesca Pedonese; Roberta Nuvoloni; Antonio Parisi; Gianfranco Santagada; Angelo Colagiorgi; Emanuela Zanardi; Sergio Ghidini; Adriana Ianieri,Institute of Food Technologists,2017
,61,EU regulation on novel foods: Consequences for the food industry,"Huggett, A. C.",00,1997
,62,Helping You to Waste Less? Consumer Acceptance of Food Marketing Offers Targeted to Food-Related Lifestyle Segments of Consumers,"Aschemann-Witzel, Jessica",Taylor & Francis,2018
,63,A New Approach to Predict the Water-transport Properties of Multilayer Films Intended for Food-packaging Applications,"Del Nobile, M. A.; Buonocore, G. G.; Dainelli, D.; Nicolais, L.",INSTITUTE OF FOOD TECHNOLOGISTS,2004
,64,"Connected Community and Household Food-Based Strategy (CCH-FBS): Its Importance for Health, Food Safety, Sustainability and Security in Diverse Localities","Wahlqvist, M.",Taylor & Francis,2009
,65,Phytochemical Profiles and Antimicrobial Activity of Aromatic Malaysian Herb Extracts against Food-Borne Pathogenic and Food Spoilage Microorganisms,"Aziman, N.; Abdullah, N.; Noor, Z. M.; Kamarudin, W. S.; Zulkifli, K. S.",Blackwell Publishing Ltd,2014
,66,Dietary fibre in foods: a review,"Dhingra, D.; Michael, M.; Rajput, H.; Patil, R. T.",ASSOC OF FOOD SCIENTISTS & TECHNOLOGISTS (INDIA),2012
,67,Drying of fat rich liquid foods: A review,"Jena, S.; Das, H.",ASSOC OF FOOD SCIENTISTS & TECHNOLOGISTS (INDIA),2007
,68,Solute Transfer in Osmotic Dehydration of Vegetable Foods: A Review,Sahylin Muñiz-Becerá; Lilia L. Méndez-Lagunas; Juan Rodríguez-Ramírez,Institute of Food Technologists,2017
,69,Development and Application of a Nested Polymerase Chain Reaction Method for the Detection of Genetically Modified Soybean in Chinese Traditional Fermented Soy Food-sufu,"Huang, C.-C.; Shih, T.-W.; Pan, T.-M.",NATIONAL LABORATORIES OF FOODS AND DRUGS,2004
,70,"Proximate composition, nutritional evaluation and functional properties of a promising food: Arabian wax Cissus (Cissus rotundifolia Forssk) leaves",Wedad Q. AL-Bukhaiti; Anwar Noman; Amer Ali Mahdi,Association of Food Scientists & Technologists,2019
,71,Effect of iodized salt on organoleptic properties of processed foods: a systematic review,Jessica L. Blankenship; Greg S. Garrett,Association of Food Scientists & Technologists,2018
,72,Functional components and medicinal properties of food: a review,"Abuajah, C. I.; Ogbonna, A. C.; Osuji, C. M.",ASSOC OF FOOD SCIENTISTS & TECHNOLOGISTS (INDIA),2015
,73,Extended-spectrum beta-lactamase (ESBL) producing and multidrug-resistant Escherichia coli in street foods: a public health concern,"M. Sivakumar, G. Abass, R. Vivekanandhan, Anukampa, D. K. Singh, Kiran Bhilegaonkar, Suman Kumar, M. R. Grace, Zunjar Dubal",Association of Food Scientists & Technologists,2021
,74,"Listeria monocytogenes Persistence in Food-Associated Environments: Epidemiology, Strain Characteristics, and Implications for Public Health","Ferreira, V.; Wiedmann, M.; Teixeira, P.; Stasiewicz, M.J.",INTERNATIONAL ASSOCIATION FOR FOOD PROTECTION,2014
,75,Mixed Cultures of Food-grade Probiotic Bacteria and Enteric Bacteria Demonstrate Both Synergism and Inhibition of Menaquinone Production,"Parker, P.; Jones, G.; Smith, S.",INSTITUTE OF FOOD TECHNOLOGISTS,2003
,76,Use of Molecular Technology in the Detection and Characterisation of Food-borne Pathogens,unknown,AGRICULTURE AND FOOD DEVELOPMENT AUTHORITY,2001
,77,"Formulation, Characterization and Stability Assessment of a Food-Derived Tripeptide, Leucine-Lysine-Proline Loaded Chitosan Nanoparticles",Minna K. Danish; Giuliana Vozza; Hugh J. Byrne; Jesus M. Frias; Sinéad M. Ryan,Institute of Food Technologists,2017
,78,Meat Products as Functional Foods: A Review,"Fernandez-Gines, J. M.; Fernandez-Lopez, J.; Sayas-Barbera, E.; Perez-Alvarez, J. A.",INSTITUTE OF FOOD TECHNOLOGISTS,2005
,79,"Phthalate Esters in Foods: Sources, Occurrence, and Analytical Methods","Cao, X. L.",BLACKWELL PUBLISHING LTD,2010
,80,"Use of ultrasounds in the food industry–Methods and effects on quality, safety, and organoleptic characteristics of foods: A review",Ioannis S. Arvanitoyannis; Konstantinos V. Kotsanopoulos ; Amalia G. Savva,CRC Press,2017
,81,Application of ozone for degradation of mycotoxins in food: A review,"Afsah‐Hejri, Leili; Hajeb, Parvaneh; Ehsani, Reza J.",Wiley-Blackwell,2020
,82,"Pyrosequencing analysis of microbial community and food-borne bacteria on restaurant cutting boards collected in Seri Kembangan, Malaysia, and their correlation with grades of food premises","Abdul-Mutalib, N. A.; Amin Nordin, S.; Osman, M.; Ishida, N.; Tashiro, K.; Sakai, K.; Tashiro, Y.; Maeda, T.; Shirai, Y.","Elsevier Science B.V., Amsterdam.",2015
,83,Standardized methods for testing the quality attributes of plant‐based foods: Milk and cream alternatives,"Grossmann, Lutz; Kinchla, Amanda J.; Nolden, Alissa; McClements, David Julian",Wiley-Blackwell,2021
,84,UV treatment for degradation of chemical contaminants in food: A review,"He, Jiang; Evans, Natasha Marie; Liu, Huaizhi; Zhu, Yan; Zhou, Ting; Shao, Suqin",Wiley-Blackwell,2021
,85,Prolamin‐based complexes: Structure design and food‐related applications,"Song, Jingru; Sun, Cuixia; Gul, Khalid; Mata, Analucia; Fang, Yapeng",Wiley-Blackwell,2021
,86,"Application of Alternative Food-Preservation Technologies to Enhanced Food Safety and Stability. Antonio Bevilacqua, Maria Rosaria Corbo, and Milena Sinigagliou, eds.","Rahman, M.",Taylor & Francis,2011
,87,Radiation sensitivity of planktonic and biofilm‐associated shigella spp. and aeromonas spp. on food and food‐contact surfaces,"Nagar, Vandan; Pansare Godambe, Lipika; Shashidhar, Ravindranath",Wiley-Blackwell,2017
,88,Antibiotic-Resistant Bacteria: Prevalence in Food and Inactivation by Food-Compatible Compounds and Plant Extracts,"Friedman,  Mendel",ACS AMERICAN CHEMICAL SOCIETY,2015
,89,"Use of ultrasounds in the food industry–Methods and effects on quality, safety, and organoleptic characteristics of foods: A review","Arvanitoyannis, Ioannis S.; Kotsanopoulos, Konstantinos V.; Savva, Amalia G.",Taylor & Francis,2017
,90,Nutraceuticals and Functional Foods: The Foods for the Future World,"Gul, Khalid; Singh, A. K.; Jabeen, Rifat",Taylor & Francis,2016
,91,Validation of process technologies for enhancing the safety of low‐moisture foods: A review,"Wason, Surabhi; Verma, Tushar; Subbiah, Jeyamkondan",Wiley-Blackwell,2021
,92,Reproducibility and validity of a food-frequency questionnaire (NFFQ) to assess food consumption based on the NOVA classification in adults,"Dinu, Monica; Bonaccio, Marialaura; Martini, Daniela; Madarena, Maria Pia; Vitale, Marilena; Pagliai, Giuditta; Esposito, Simona; Ferraris, Cinzia; Guglielmetti, Monica; Rosi, Alice; Angelino, Donato",Informa Healthcare,2021
,93,Texture Modification Technologies and Their Opportunities for the Production of Dysphagia Foods: A Review,"Sungsinchai, Sirada; Niamnuy, Chalida; Wattanapan, Pattra; Charoenchaitrakool, Manop; Devahastin, Sakamon",Wiley-Blackwell,2019
,94,Escherichia coli biotransformation of daidzein fermentation products from soy‐based foods—relevance to food oestrogenicity‐based functionality,"Ye, Hui; Dudley, Samantha Z.; Shaw, Ian C.",Wiley-Blackwell,2017
,95,Organic and functional foods: their emergence and impact on conventional food production,"Schrauzer, G. N.","Nottingham:; Nottingham University Press,",2003
,96,Pulse‐based snacks as functional foods: Processing challenges and biological potential,"Escobedo, Alejandro; Mojica, Luis",Wiley-Blackwell,2021
,97,Vitamin profile of cooked foods: how healthy is the practice of ready-to-eat foods?,"Agte, V.; Tarwadi, K.; Mengale, S.; Hinge, A.; Chiplonkar, S.",MACMILLAN PRESS LTD,2002
,98,"Interaction of a Food-Grade Cationic Surfactant (Lauric Arginate) with Food-Grade Biopolymers (Pectin, Carrageenan, Xanthan, Alginate, Dextran, and Chitosan)","Bonnaud, M.; Weiss, J.; McClements, D.J.",ACS AMERICAN CHEMICAL SOCIETY,2010
,99,Electronic irradiation of foods: an introduction to the technology. A Springer Food Engineering series publication,"Brennan, C.",Blackwell Publishing Ltd,2006
,100,"Furan and Methylfurans in Foods: An Update on Occurrence, Mitigation, and Risk Assessment","Kettlitz, Beate; Scholz, Gabriele; Theurillat, Viviane; Cselovszky, Jörg; Buck, Neil R.; O' Hagan, Sue; Mavromichali, Eva; Ahrens, Katja; Kraehenbuehl, Karin; Scozzi, Gabriella; Weck, Markus; Vinci, Claudia; Sobieraj, Marta; Stadler, Richard H.",Wiley-Blackwell,2019
,1,Antimicrobial Activity of Trifoliate Orange (Poncirus trifoliate) Seed Extracts on Gram-Negative Food-bome Pathogens,"Kim, S.Y.; Shin, K.-S.",KOREAN SOCIETY OF FOOD SCIENCE AND NUTRITION,2012
,2,Dietary N‐epsilon‐carboxymethyllysine as for a major glycotoxin in foods: A review,"Chen, Gengjun",Wiley-Blackwell,2021
,3,"The science of plant‐based foods: Constructing next‐generation meat, fish, milk, and egg analogs","McClements, David Julian; Grossmann, Lutz",Wiley-Blackwell,2021
,4,Malondialdehyde Measurement in Oxidized Foods: Evaluation of the Spectrophotometric Thiobarbituric Acid Reactive Substances (TBARS) Test in Various Foods,"Papastergiadis, A.; Mubiru, E.; Van Langenhove, H.; De Meulenaer, B.",ACS AMERICAN CHEMICAL SOCIETY,2012
,5,Determination of Bisphenol-A in Reusable Polycarbonate Food-Contact Plastics and Migration to Food-Simulating Liquids,"Biles, J. E","American Chemical Society, Books and Journals Division",1997
,6,Can we predict who adopts health-promoting foods? Users of functional foods in Finland,"Niva, M.",Taylor & Francis,2006
,7,Simplified Enzymatic High-Performance Anion Exchange Chromatographic Determination of Total Fructans in Food and Pet Food-Limitations and Measurement Uncertainty,"Stober, P.; Benet, S.; Hischenhuber, C.",ACS AMERICAN CHEMICAL SOCIETY,2004
,8,Study of the Migration of Photoinitiators Used in Printed Food-Packaging Materials into Food Simulants,"Sanches-Silva, A.; Andre, C.; Castanheira, I.; Cruz, J.M.; Pastorelli, S.; Simoneau, C.; Paseiro-Losada, P.",ACS AMERICAN CHEMICAL SOCIETY,2009
,9,"Enrichment of chips with fibre from a tiger‐nut (Cyperus esculentus) milk co‐product at 'source of fibre foods' and 'high fibre content foods' levels: impact on processing, physico‐chemical and sensory properties","Alava, Cecibel; Verdú, Samuel; Barat, José M.; Grau, Raúl",Wiley-Blackwell,2019
,10,Quantitation of Sensory-Active and Bioactive Constituents of Food: A Journal of Agricultural and Food Chemistry Perspective,"Schieberle, P.; Molyneux, R.J.",ACS AMERICAN CHEMICAL SOCIETY,2012
,11,Should Red Wine Be Considered a Functional Food?,"Yoo, Y. J.; Saliba, A. J.; Prenzler, P. D.",BLACKWELL PUBLISHING LTD,2010
,12,Application of Deep Learning in Food: A Review,"Zhou, Lei; Zhang, Chu; Liu, Fei; Qiu, Zhengjun; He, Yong",Wiley-Blackwell,2019
,13,Does Information on Food Production Technology Affect Consumers' Acceptance of Biofortified Foods? Evidence from a Field Experiment in Kenya,"Okello, Julius J.; Lagerkvist, Carl Johan; Muoki, Penina; Heck, Simon; Prain, Gordon",Taylor & Francis,2018
,14,Harmful effects of junk foods - But what about canteen and restaurant food?,unknown,"John Wiley & Sons, Ltd",2011
,15,"Use of novel PCR primers specific to the genes of staphylococcal enterotoxin G, H, I for the survey of Staphylococcus aureus strains isolated from food-poisoning cases and food samples in Taiwan","Chen, T. R.; Chiou, C. S.; Tsen, H. Y.","Elsevier Science B.V., Amsterdam.",2004
,16,Scalping of Flavors in Packaged Foods:,"Sajilata, M. G.; Savitha, K.; Singhal, R. S.; Kanetkar, V. R.",BLACKWELL PUBLISHING LTD,2007
,17,Comprehensive Database of Carotenoid Contents in Ibero-American Foods. A Valuable Tool in the Context of Functional Foods and the Establishment of Recommended Intakes of Bioactives,"Dias, M. Graça; Olmedilla-Alonso, B.; Hornero-Méndez, D.; Mercadante, A. Z.; Osorio, C.; Vargas-Murga, L.; Meléndez-Martínez, A. J.",ACS AMERICAN CHEMICAL SOCIETY,2018
,18,Total volatile basic nitrogen and trimethylamine in muscle foods: Potential formation pathways and effects on human health,"Bekhit, Alaa El‐Din A.; Giteru, Stephen G.; Holman, Benjamin W. B.; Hopkins, David L.",Wiley-Blackwell,2021
,19,In Vitro Digestion of Betalainic Foods. Stability and Bioaccessibility of Betaxanthins and Betacyanins and Antioxidative Potential of Food Digesta,"Tesoriere, L.; Fazzari, M.; Angileri, F.; Gentile, C.; Livrea, M.A.",ACS AMERICAN CHEMICAL SOCIETY,2008
,20,Worldwide aflatoxin contamination of agricultural products and foods: From occurrence to control,"Jallow, Abdoulie; Xie, Huali; Tang, Xiaoqian; Qi, Zhang; Li, Peiwu",Wiley-Blackwell,2021
,21,Application of nanoemulsion‐based approaches for improving the quality and safety of muscle foods: A comprehensive review,"Das, Arun K.; Nanda, Pramod Kumar; Bandyopadhyay, Samiran; Banerjee, Rituparna; Biswas, Subhasish; McClements, David Julian",Wiley-Blackwell,2020
,22,Development of vitamin E‐enriched functional foods: stability of tocotrienols in food systems,"Pandya, Janam K.; DeBonee, Maryssa; Corradini, Maria G.; Camire, Mary Ellen; McClements, David Julian; Kinchla, Amanda J.",Wiley-Blackwell,2019
,23,Migration of Components from Cork Stoppers to Food: Challenges in Determining Inorganic Elements in Food Simulants,"Corona, T.; Iglesias, M.; Antico, E.",ACS AMERICAN CHEMICAL SOCIETY,2014
,24,Sourdough Technology-A Traditional Way for Wholesome Foods: A Review,"Chavan, R. S.; Chavan, S. R.",BLACKWELL PUBLISHING LTD,2011
,25,Influence of hydrocolloids in low moisture foods- a food polymer science approach,"Levine, H.; Slade, L.",IRL PRESS,2004
,26,Development and validation of a short food-frequency questionnaire for screening women of childbearing age for vitamin A status in northwestern Iran,"Omidvar, N.; Ghazi-Tabatabie, M.; Harrison, G. G.; Eghtesadi, S.; Mahboob, S.-A.; Pourbakht, M.",UNITED NATIONS UNIVERSITY PRESS,2002
,27,The effect of cooking on veterinary drug residues in food: Nicarbazin (Dinitrocarbanilide component),"Tarbin, J. A.; Bygrave, J.; Bigwood, T.; Hardy, D.; Rose, M.; Sharman, M.",TAYLOR & FRANCIS,2005
,28,Consumer concepts in new product development of local foods: Traditional versus novel honeys,"Stolzenbach, S.; Bredie, W. L. P.; Byrne, D. V.","Elsevier Science B.V., Amsterdam.",2013
,29,Justifying the need to prescribe limits for toxic metal contaminants in food-grade silver foils,"Das, M.; Dixit, S.; Khanna, S. K.",TAYLOR & FRANCIS,2005
,30,Volatile and non-volatile radiolysis products in irradiated multilayer coextruded food-packaging films containing a buried layer of recycled low-density polyethylene,"Chytiri, S.; Goulas, A. E.; Badeka, A.; Riganakos, K. A.; Kontominas, M. G.",TAYLOR & FRANCIS,2005
